id,keywords
150540,"[{'id': 1566, 'name': 'dream'}, {'id': 6513, 'name': 'cartoon'}, {'id': 7942, 'name': 'imaginary friend'}, {'id': 10336, 'name': 'animation'}, {'id': 18035, 'name': 'family'}, {'id': 18253, 'name': 'moving'}, {'id': 161155, 'name': 'kids'}, {'id': 163227, 'name': 'unicorn'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 209714, 'name': '3d'}, {'id': 211269, 'name': 'emotions'}]"
25114,"[{'id': 6158, 'name': 'cult'}, {'id': 13141, 'name': 'based on manga'}, {'id': 210024, 'name': 'anime'}]"
14229,"[{'id': 8901, 'name': 'turin'}, {'id': 9826, 'name': 'murder'}, {'id': 194568, 'name': 'alfred hitchcock'}]"
150578,[]
110029,[]
55699,"[{'id': 2111, 'name': 'soviet union'}, {'id': 2139, 'name': 'russia'}, {'id': 2334, 'name': 'nightclub'}]"
12505,"[{'id': 470, 'name': 'spy'}, {'id': 2808, 'name': 'russian'}, {'id': 18068, 'name': 'teenage boy'}, {'id': 18525, 'name': 'fbi agent'}, {'id': 187597, 'name': 'pursuit in traffic'}]"
13646,"[{'id': 1545, 'name': 'supermarket'}, {'id': 1599, 'name': 'midlife crisis'}, {'id': 9276, 'name': 'truck'}, {'id': 10616, 'name': 'urban'}, {'id': 10768, 'name': 'lesbian'}, {'id': 11935, 'name': 'working class'}, {'id': 15156, 'name': 'cell phone'}, {'id': 154060, 'name': 'happiness'}, {'id': 155497, 'name': 'truck driver'}, {'id': 173431, 'name': 'tarot'}]"
314601,[]
49047,"[{'id': 4040, 'name': 'space mission'}, {'id': 6203, 'name': 'loss'}, {'id': 9882, 'name': 'space'}, {'id': 14626, 'name': 'astronaut'}, {'id': 191586, 'name': 'trapped in space'}]"
1919,"[{'id': 428, 'name': 'nurse'}, {'id': 1329, 'name': 'canada'}, {'id': 1992, 'name': 'professor'}, {'id': 2038, 'name': ""love of one's life""}, {'id': 3446, 'name': 'forgiveness'}, {'id': 5903, 'name': 'alzheimer'}, {'id': 6038, 'name': 'marriage'}, {'id': 6162, 'name': 'past'}, {'id': 10183, 'name': 'independent film'}, {'id': 155208, 'name': 'nursing home'}, {'id': 172971, 'name': 'elderly'}, {'id': 187056, 'name': 'woman director'}]"
5519,"[{'id': 156212, 'name': 'spaghetti western'}]"
54838,[]
205588,"[{'id': 818, 'name': 'based on novel'}, {'id': 187056, 'name': 'woman director'}]"
14710,"[{'id': 191210, 'name': 'horse thief'}]"
159365,[]
141319,[]
1915,"[{'id': 830, 'name': 'car race'}, {'id': 928, 'name': 'hairdresser'}, {'id': 1778, 'name': 'ruhr'}, {'id': 1779, 'name': 'mercedes benz'}, {'id': 2415, 'name': 'idiot'}, {'id': 2554, 'name': 'macho'}, {'id': 5898, 'name': 'turk'}, {'id': 5899, 'name': 'opel manta'}, {'id': 6696, 'name': 'tussi'}]"
17135,"[{'id': 679, 'name': 'cyborg'}, {'id': 803, 'name': 'android'}, {'id': 4458, 'name': 'post-apocalyptic'}, {'id': 10478, 'name': 'disembodied head'}, {'id': 10834, 'name': 'super soldier'}, {'id': 11581, 'name': 'severed head'}, {'id': 12412, 'name': 'recapitation'}, {'id': 14760, 'name': 'scientist'}]"
17365,"[{'id': 417, 'name': 'corruption'}, {'id': 441, 'name': 'assassination'}, {'id': 818, 'name': 'based on novel'}, {'id': 2944, 'name': 'senator'}, {'id': 12193, 'name': 'reporter'}, {'id': 33501, 'name': 'political'}]"
9992,"[{'id': 1158, 'name': 'grandfather grandson relationship'}, {'id': 4391, 'name': 'wretch'}, {'id': 6956, 'name': 'treasure hunt'}, {'id': 10941, 'name': 'disappearance'}, {'id': 18035, 'name': 'family'}, {'id': 170362, 'name': 'fantasy world'}]"
49961,[]
596,"[{'id': 387, 'name': 'california'}, {'id': 592, 'name': 'capitalism'}, {'id': 1526, 'name': 'home'}, {'id': 1591, 'name': 'ex-detainee'}, {'id': 2493, 'name': 'oklahoma'}, {'id': 4932, 'name': 'farm'}, {'id': 5571, 'name': 'great depression'}, {'id': 9890, 'name': 'jail'}, {'id': 18011, 'name': 'pregnant woman'}, {'id': 167043, 'name': 'road movie'}]"
20071,"[{'id': 6054, 'name': 'friendship'}, {'id': 9799, 'name': 'romantic comedy'}, {'id': 13130, 'name': 'teenager'}, {'id': 166139, 'name': 'lovesick'}, {'id': 204977, 'name': 'bilbao'}]"
59439,[]
27922,[]
64291,"[{'id': 9937, 'name': 'suspense'}, {'id': 12425, 'name': 'racism'}, {'id': 34038, 'name': 'intrigue'}]"
47931,"[{'id': 983, 'name': 'brazilian'}, {'id': 2149, 'name': 'drug traffic'}, {'id': 3310, 'name': 'penitentiary'}, {'id': 6149, 'name': 'police'}, {'id': 9890, 'name': 'jail'}, {'id': 13006, 'name': 'torture'}, {'id': 13129, 'name': 'execution'}, {'id': 14964, 'name': 'drug'}, {'id': 15009, 'name': 'criminal'}, {'id': 33352, 'name': 'police car'}, {'id': 179431, 'name': 'duringcreditsstinger'}]"
10406,"[{'id': 4428, 'name': 'stone age'}, {'id': 10506, 'name': 'prehistoric'}, {'id': 12670, 'name': 'los angeles'}, {'id': 159955, 'name': 'cavemen'}, {'id': 192918, 'name': 'prehistoric man'}]"
56816,"[{'id': 548, 'name': 'countryside'}, {'id': 1715, 'name': 'symbolism'}, {'id': 2673, 'name': 'horse'}, {'id': 2885, 'name': 'prison cell'}, {'id': 4639, 'name': 'crow'}, {'id': 4932, 'name': 'farm'}, {'id': 5202, 'name': 'boy'}, {'id': 5774, 'name': 'forest'}, {'id': 10183, 'name': 'independent film'}, {'id': 10392, 'name': 'mute'}, {'id': 11004, 'name': 'rural setting'}, {'id': 156104, 'name': 'stranger'}, {'id': 157955, 'name': 'childhood'}, {'id': 208349, 'name': 'child'}, {'id': 212412, 'name': 'very little dialogue'}, {'id': 213475, 'name': 'wounded horse'}]"
321697,"[{'id': 5565, 'name': 'biography'}, {'id': 6104, 'name': 'computer'}, {'id': 15300, 'name': 'father daughter relationship'}, {'id': 157935, 'name': 'apple computer'}, {'id': 161160, 'name': 'steve jobs'}, {'id': 185722, 'name': 'based on true events'}]"
14799,[]
4983,"[{'id': 3396, 'name': 'probation assistant '}, {'id': 10322, 'name': 'native american'}, {'id': 155805, 'name': 'native american reservation'}, {'id': 160497, 'name': 'wrongful arrest'}, {'id': 217324, 'name': 'murder hunt'}]"
23127,"[{'id': 293, 'name': 'female nudity'}, {'id': 1299, 'name': 'monster'}, {'id': 1701, 'name': 'hero'}, {'id': 2483, 'name': 'nudity'}, {'id': 3335, 'name': 'halloween'}, {'id': 8636, 'name': 'blood splatter'}, {'id': 12377, 'name': 'zombie'}, {'id': 14544, 'name': 'robot'}, {'id': 34079, 'name': 'death'}, {'id': 161919, 'name': 'adult animation'}]"
91018,[]
10477,"[{'id': 271, 'name': 'competition'}, {'id': 795, 'name': 'running'}, {'id': 3658, 'name': 'career'}, {'id': 5614, 'name': 'idol'}, {'id': 6363, 'name': 'racing car'}]"
31388,"[{'id': 1453, 'name': 'amnesia'}, {'id': 1991, 'name': 'santa claus'}, {'id': 33626, 'name': 'millionaire'}]"
267091,"[{'id': 5165, 'name': 'champagne'}]"
18218,"[{'id': 163111, 'name': 'mothering'}, {'id': 163112, 'name': 'home birth'}, {'id': 187056, 'name': 'woman director'}]"
82447,[]
292033,"[{'id': 1436, 'name': 'inventor'}, {'id': 208083, 'name': 'alexander graham bell'}]"
76112,"[{'id': 271, 'name': 'competition'}, {'id': 10073, 'name': 'documentary'}, {'id': 10104, 'name': 'dance contest'}, {'id': 14985, 'name': 'ireland'}, {'id': 187056, 'name': 'woman director'}]"
5833,"[{'id': 65, 'name': 'holiday'}, {'id': 3487, 'name': 'assistant'}, {'id': 4528, 'name': 'song'}, {'id': 4988, 'name': 'tricks'}, {'id': 6513, 'name': 'cartoon'}, {'id': 9887, 'name': 'surrealism'}, {'id': 10103, 'name': 'children'}, {'id': 11200, 'name': 'look-alike'}, {'id': 15120, 'name': 'kindness'}, {'id': 41394, 'name': 'ruler'}, {'id': 41395, 'name': 'scare'}, {'id': 41396, 'name': 'task'}]"
37858,[]
73454,"[{'id': 1664, 'name': 'eroticism'}, {'id': 13059, 'name': 'prostitution'}]"
16765,"[{'id': 10183, 'name': 'independent film'}]"
55018,"[{'id': 9950, 'name': 'thriller'}, {'id': 10323, 'name': 'psychiatric hospital'}]"
15394,"[{'id': 293, 'name': 'female nudity'}, {'id': 395, 'name': 'gambling'}, {'id': 585, 'name': 'casino'}, {'id': 2483, 'name': 'nudity'}, {'id': 3515, 'name': 'banker'}, {'id': 4227, 'name': 'toronto'}, {'id': 4373, 'name': 'fraud'}, {'id': 8653, 'name': 'niagara falls'}, {'id': 9672, 'name': 'based on true story'}, {'id': 10530, 'name': 'atlantic city'}, {'id': 10594, 'name': 'money'}, {'id': 14570, 'name': 'las vegas'}, {'id': 18420, 'name': 'surveillance'}, {'id': 155841, 'name': 'gambler'}, {'id': 214810, 'name': 'bank fraud'}]"
58261,[]
32303,"[{'id': 8029, 'name': 'drama'}, {'id': 14536, 'name': 'crime'}]"
54022,"[{'id': 10183, 'name': 'independent film'}]"
42164,[]
5155,"[{'id': 131, 'name': 'italy'}, {'id': 924, 'name': 'italian'}, {'id': 1655, 'name': 'country house'}, {'id': 1716, 'name': 'milieu'}, {'id': 1850, 'name': 'daily life'}, {'id': 2065, 'name': 'province'}, {'id': 2755, 'name': 'country life'}, {'id': 3399, 'name': 'disorientation'}, {'id': 6117, 'name': 'holdings'}]"
332704,[]
15124,"[{'id': 1227, 'name': 'cemetery'}, {'id': 4373, 'name': 'fraud'}, {'id': 4715, 'name': 'autopsy'}, {'id': 9937, 'name': 'suspense'}]"
217247,[]
259387,"[{'id': 187056, 'name': 'woman director'}]"
47034,[]
74457,[]
143839,"[{'id': 8201, 'name': 'satire'}, {'id': 10453, 'name': 'con artist'}]"
631,"[{'id': 128, 'name': 'love triangle'}, {'id': 596, 'name': 'adultery'}, {'id': 1889, 'name': 'lake'}, {'id': 2755, 'name': 'country life'}, {'id': 3152, 'name': 'planned murder'}, {'id': 3154, 'name': 'indian summer '}, {'id': 5809, 'name': 'marriage crisis'}, {'id': 11004, 'name': 'rural setting'}, {'id': 14527, 'name': 'storm'}, {'id': 14828, 'name': 'city'}, {'id': 154802, 'name': 'silent film'}, {'id': 154846, 'name': 'farmer'}]"
114145,[]
166643,"[{'id': 339, 'name': 'submarine'}, {'id': 2682, 'name': 'shanghai'}, {'id': 3588, 'name': 'navy'}]"
413232,"[{'id': 10181, 'name': 'based on play or musical'}]"
173480,[]
74884,"[{'id': 293, 'name': 'female nudity'}, {'id': 910, 'name': 'bondage'}, {'id': 3182, 'name': 'seduction'}, {'id': 10911, 'name': 'inheritance'}, {'id': 12354, 'name': 'hong kong'}, {'id': 12994, 'name': 'bordello'}, {'id': 33998, 'name': 'lesbian sex'}, {'id': 148534, 'name': 'cunnilingus'}, {'id': 155477, 'name': 'softcore'}]"
152100,[]
16969,"[{'id': 1003, 'name': 'photographer'}, {'id': 185525, 'name': 'private eye'}, {'id': 185526, 'name': 'whorehouse'}]"
72095,[]
27624,"[{'id': 2038, 'name': ""love of one's life""}, {'id': 4344, 'name': 'musical'}]"
33592,"[{'id': 1859, 'name': 'arizona'}, {'id': 9937, 'name': 'suspense'}, {'id': 14676, 'name': 'series of murders'}]"
142150,[]
38126,"[{'id': 1706, 'name': 'experiment'}, {'id': 181304, 'name': 'fly the insect'}]"
8056,"[{'id': 1631, 'name': 'concentration camp'}, {'id': 1739, 'name': 'holocaust'}, {'id': 2315, 'name': 'jewish life'}, {'id': 2428, 'name': 'deportation'}, {'id': 2606, 'name': 'jew'}, {'id': 2652, 'name': 'nazis'}, {'id': 3023, 'name': 'eastern europe'}, {'id': 5090, 'name': 'fool'}, {'id': 5331, 'name': 'village'}, {'id': 11064, 'name': 'nazi germany'}, {'id': 13008, 'name': 'train'}]"
111460,"[{'id': 395, 'name': 'gambling'}, {'id': 1480, 'name': 'baseball'}, {'id': 198244, 'name': 'chicago cubs'}]"
52212,"[{'id': 10505, 'name': 'promiscuity'}, {'id': 11705, 'name': 'tavern'}]"
36063,[]
293487,[]
18535,"[{'id': 4048, 'name': 'musician'}, {'id': 4344, 'name': 'musical'}, {'id': 10229, 'name': 'singer'}, {'id': 162954, 'name': 'elvis presley'}]"
278939,"[{'id': 642, 'name': 'robbery'}, {'id': 974, 'name': 'bank'}, {'id': 3300, 'name': 'cadillac'}, {'id': 10594, 'name': 'money'}, {'id': 168350, 'name': 'bus station'}]"
296225,[]
213598,[]
36786,"[{'id': 155744, 'name': 'newspaper man'}, {'id': 195402, 'name': 'film noir'}]"
16372,"[{'id': 392, 'name': 'england'}, {'id': 3358, 'name': 'haunted house'}, {'id': 6152, 'name': 'supernatural'}, {'id': 156580, 'name': 'ghost story'}, {'id': 165468, 'name': 'governess'}]"
56491,"[{'id': 526, 'name': 'rebel'}, {'id': 840, 'name': 'usa president'}, {'id': 1562, 'name': 'hostage'}, {'id': 3800, 'name': 'airplane'}, {'id': 11107, 'name': 'rescue mission'}, {'id': 193533, 'name': 'vice president'}, {'id': 208633, 'name': 'secret service agent'}]"
31563,"[{'id': 2215, 'name': 'hurricane'}, {'id': 10453, 'name': 'con artist'}]"
14365,"[{'id': 572, 'name': 'sex'}, {'id': 910, 'name': 'bondage'}, {'id': 1523, 'name': 'obsession'}, {'id': 2483, 'name': 'nudity'}, {'id': 3851, 'name': 'dangerous'}, {'id': 4560, 'name': 'mountaineer'}, {'id': 9673, 'name': 'love'}]"
5257,"[{'id': 1432, 'name': 'nasa'}, {'id': 5657, 'name': 'australia'}, {'id': 7422, 'name': 'moon landing'}, {'id': 10183, 'name': 'independent film'}, {'id': 184017, 'name': 'moon walk'}]"
85377,[]
64349,"[{'id': 10332, 'name': 'salesman'}, {'id': 155453, 'name': 'gritty'}, {'id': 155845, 'name': 'french noir'}, {'id': 155849, 'name': 'gloomy'}]"
99567,"[{'id': 388, 'name': 'scotland'}, {'id': 4235, 'name': 'duke'}, {'id': 8250, 'name': 'victorian england'}, {'id': 10280, 'name': 'farce'}, {'id': 41185, 'name': 'heiress'}, {'id': 199664, 'name': 'trial marriage'}]"
321645,[]
180644,"[{'id': 10267, 'name': 'comedy'}, {'id': 10336, 'name': 'animation'}, {'id': 18035, 'name': 'family'}, {'id': 208349, 'name': 'child'}]"
106599,"[{'id': 1739, 'name': 'holocaust'}, {'id': 6966, 'name': 'film history'}]"
878,"[{'id': 3687, 'name': 'graduation'}, {'id': 4359, 'name': 'punch'}]"
17711,"[{'id': 4414, 'name': 'adventure'}, {'id': 6513, 'name': 'cartoon'}, {'id': 10267, 'name': 'comedy'}, {'id': 11687, 'name': 'breaking the fourth wall'}, {'id': 15067, 'name': 'talking to the camera'}, {'id': 167043, 'name': 'road movie'}, {'id': 196726, 'name': 'celebrity cameo'}]"
11300,"[{'id': 242, 'name': 'new york'}, {'id': 293, 'name': 'female nudity'}, {'id': 572, 'name': 'sex'}, {'id': 642, 'name': 'robbery'}, {'id': 772, 'name': 'handcuffs'}, {'id': 2483, 'name': 'nudity'}, {'id': 3713, 'name': 'chase'}, {'id': 6149, 'name': 'police'}, {'id': 6259, 'name': 'psychopath'}, {'id': 9935, 'name': 'travel'}, {'id': 10123, 'name': 'dark comedy'}, {'id': 10183, 'name': 'independent film'}, {'id': 14819, 'name': 'violence'}, {'id': 14831, 'name': 'stabbing'}, {'id': 167043, 'name': 'road movie'}, {'id': 188737, 'name': 'class reunion'}, {'id': 220295, 'name': 'date from hell'}]"
52616,[]
14164,"[{'id': 3436, 'name': 'karate'}, {'id': 9715, 'name': 'superhero'}, {'id': 9748, 'name': 'revenge'}, {'id': 12554, 'name': 'dragon'}, {'id': 179431, 'name': 'duringcreditsstinger'}]"
74877,[]
13059,"[{'id': 210012, 'name': 'mumblegore'}]"
88953,[]
402423,"[{'id': 10183, 'name': 'independent film'}]"
43884,"[{'id': 502, 'name': 'ambush'}, {'id': 4100, 'name': 'british army'}, {'id': 4268, 'name': 'fort'}, {'id': 4278, 'name': 'invasion'}, {'id': 10563, 'name': 'attack'}, {'id': 11115, 'name': 'heroism'}, {'id': 14546, 'name': 'massacre'}, {'id': 14636, 'name': 'india'}, {'id': 156234, 'name': 'cavalry'}, {'id': 186009, 'name': 'tragic death'}, {'id': 188270, 'name': 'epic battle'}, {'id': 204183, 'name': 'crimea'}, {'id': 208764, 'name': 'fiancée'}, {'id': 232235, 'name': 'brothers'}, {'id': 238130, 'name': 'brothers love same woman'}, {'id': 238196, 'name': 'the light brigade'}, {'id': 238197, 'name': 'horses'}, {'id': 238198, 'name': 'british lancers'}, {'id': 238206, 'name': 'society ball'}]"
18082,"[{'id': 9799, 'name': 'romantic comedy'}]"
14126,[]
80440,[]
270668,[]
115301,"[{'id': 2673, 'name': 'horse'}, {'id': 2940, 'name': 'mexican revolution'}, {'id': 4528, 'name': 'song'}, {'id': 7277, 'name': 'love-hate relationship'}, {'id': 9673, 'name': 'love'}, {'id': 10644, 'name': 'melodrama'}, {'id': 12990, 'name': 'singing'}, {'id': 13129, 'name': 'execution'}, {'id': 17994, 'name': 'firecracker'}, {'id': 172391, 'name': 'catholic priest'}]"
25875,[]
47819,"[{'id': 6086, 'name': 'government'}, {'id': 40847, 'name': 'near future'}, {'id': 155743, 'name': 'telethon'}]"
209799,[]
27621,"[{'id': 5248, 'name': 'female friendship'}, {'id': 9663, 'name': 'sequel'}, {'id': 9823, 'name': 'rivalry'}, {'id': 10540, 'name': 'bollywood'}, {'id': 14636, 'name': 'india'}, {'id': 186799, 'name': 'girl group'}, {'id': 223438, 'name': 'based on young adult novel'}]"
189472,[]
30312,"[{'id': 10183, 'name': 'independent film'}]"
41377,"[{'id': 779, 'name': 'martial arts'}]"
213635,[]
125495,[]
18509,"[{'id': 6075, 'name': 'sport'}]"
80316,"[{'id': 9840, 'name': 'romance'}, {'id': 15160, 'name': 'divorce'}]"
36630,"[{'id': 128, 'name': 'love triangle'}, {'id': 572, 'name': 'sex'}, {'id': 596, 'name': 'adultery'}, {'id': 1157, 'name': 'wife husband relationship'}, {'id': 1326, 'name': 'infidelity'}, {'id': 1422, 'name': 'boat'}, {'id': 2411, 'name': 'new orleans'}, {'id': 2483, 'name': 'nudity'}, {'id': 2983, 'name': 'passion'}, {'id': 3134, 'name': 'louisiana'}, {'id': 9673, 'name': 'love'}, {'id': 10061, 'name': 'dysfunctional marriage'}, {'id': 11190, 'name': 'sexual attraction'}, {'id': 34094, 'name': 'extramarital affair'}, {'id': 156295, 'name': 'trophy wife'}]"
858,"[{'id': 494, 'name': 'father son relationship'}, {'id': 725, 'name': 'lovesickness'}, {'id': 736, 'name': 'journalist'}, {'id': 936, 'name': 'loss of mother'}, {'id': 1014, 'name': 'loss of lover'}, {'id': 1224, 'name': 'radio station'}, {'id': 1441, 'name': 'christmas party'}, {'id': 2038, 'name': ""love of one's life""}, {'id': 2135, 'name': 'radio'}, {'id': 2350, 'name': 'seattle'}, {'id': 2672, 'name': 'baltimore'}, {'id': 2687, 'name': 'fiancé'}, {'id': 3740, 'name': 'radio presenter'}, {'id': 3800, 'name': 'airplane'}, {'id': 4305, 'name': 'radio transmission'}, {'id': 4306, 'name': 'observation deck'}, {'id': 6054, 'name': 'friendship'}, {'id': 6059, 'name': 'unsociability'}, {'id': 187056, 'name': 'woman director'}]"
7216,"[{'id': 2041, 'name': 'island'}, {'id': 4005, 'name': 'human experimentation'}, {'id': 10327, 'name': 'undead'}, {'id': 10770, 'name': 'mad doctor'}, {'id': 12377, 'name': 'zombie'}, {'id': 14895, 'name': 'cannibal'}]"
1611,"[{'id': 810, 'name': 'budapest'}, {'id': 1244, 'name': 'hungary'}, {'id': 5622, 'name': 'bern'}, {'id': 6075, 'name': 'sport'}, {'id': 13042, 'name': 'soccer'}, {'id': 223149, 'name': 'soccer coach'}]"
258384,[]
42262,"[{'id': 703, 'name': 'detective'}]"
15527,"[{'id': 1930, 'name': 'kidnapping'}, {'id': 10266, 'name': 'prom'}]"
17483,"[{'id': 237, 'name': 'gay'}, {'id': 380, 'name': 'brother brother relationship'}, {'id': 387, 'name': 'california'}, {'id': 390, 'name': 'skateboarding'}, {'id': 1013, 'name': 'homophobia'}, {'id': 1155, 'name': 'brother sister relationship'}, {'id': 1862, 'name': 'coming out'}, {'id': 2679, 'name': 'artist'}, {'id': 2815, 'name': 'graffiti'}, {'id': 5349, 'name': 'surfing'}, {'id': 8734, 'name': 'art school'}, {'id': 9736, 'name': 'little boy'}, {'id': 10198, 'name': 'gay relationship'}, {'id': 10235, 'name': 'family relationships'}, {'id': 14514, 'name': 'class differences'}, {'id': 14768, 'name': 'single mother'}, {'id': 163037, 'name': 'lgbt teen'}, {'id': 173389, 'name': 'older brother'}]"
52959,"[{'id': 4344, 'name': 'musical'}, {'id': 12990, 'name': 'singing'}, {'id': 207583, 'name': 'actress'}]"
42495,[]
384450,"[{'id': 974, 'name': 'bank'}, {'id': 2588, 'name': 'brain'}, {'id': 4565, 'name': 'dystopia'}, {'id': 9410, 'name': 'hybrid'}, {'id': 10327, 'name': 'undead'}, {'id': 10726, 'name': 'gang'}, {'id': 12332, 'name': 'apocalypse'}, {'id': 18090, 'name': 'town'}, {'id': 33344, 'name': 'bandit'}, {'id': 34079, 'name': 'death'}, {'id': 155346, 'name': 'colt'}, {'id': 155573, 'name': 'wild west'}, {'id': 160153, 'name': 'dead'}, {'id': 186565, 'name': 'zombie apocalypse'}, {'id': 208879, 'name': 'mockbuster'}]"
262775,"[{'id': 7348, 'name': 'indonesia'}]"
14908,"[{'id': 321, 'name': 'terror'}, {'id': 911, 'name': 'exotic island'}, {'id': 949, 'name': 'terrorist'}, {'id': 4410, 'name': 'u.s. navy'}, {'id': 6417, 'name': 'base'}, {'id': 10988, 'name': 'based on tv series'}]"
157152,[]
279998,[]
851,"[{'id': 596, 'name': 'adultery'}, {'id': 1326, 'name': 'infidelity'}, {'id': 2983, 'name': 'passion'}, {'id': 3451, 'name': 'housewife'}, {'id': 4262, 'name': 'tea'}, {'id': 4263, 'name': 'duty'}, {'id': 6038, 'name': 'marriage'}, {'id': 13005, 'name': 'doctor'}, {'id': 33720, 'name': 'guilt'}, {'id': 156924, 'name': 'tearjerker'}, {'id': 179367, 'name': 'impossible love'}]"
278041,[]
254679,"[{'id': 5565, 'name': 'biography'}, {'id': 9673, 'name': 'love'}]"
242631,[]
121604,[]
44946,[]
96769,"[{'id': 5864, 'name': 'pilgrimage'}, {'id': 9704, 'name': 'ventriloquist'}, {'id': 163226, 'name': 'ventriloquist dummy'}, {'id': 187056, 'name': 'woman director'}]"
221917,"[{'id': 14985, 'name': 'ireland'}, {'id': 194000, 'name': 'strained relationship'}]"
86835,"[{'id': 6562, 'name': 'celebrity'}, {'id': 10594, 'name': 'money'}, {'id': 162706, 'name': 'temptation'}, {'id': 181050, 'name': 'wealthy man'}, {'id': 209301, 'name': 'excess'}]"
214758,"[{'id': 10267, 'name': 'comedy'}, {'id': 33494, 'name': 'couple'}, {'id': 193434, 'name': 'guionista'}]"
455363,"[{'id': 50244, 'name': 'making of'}]"
8692,"[{'id': 293, 'name': 'female nudity'}, {'id': 2483, 'name': 'nudity'}, {'id': 2956, 'name': 'vietnam'}, {'id': 4294, 'name': 'flea market'}, {'id': 9826, 'name': 'murder'}, {'id': 10183, 'name': 'independent film'}, {'id': 10292, 'name': 'gore'}, {'id': 14805, 'name': 'maniac'}, {'id': 14819, 'name': 'violence'}, {'id': 14895, 'name': 'cannibal'}, {'id': 189921, 'name': 'video nasty'}, {'id': 208048, 'name': 'cannibalism'}]"
29454,[]
10829,"[{'id': 1415, 'name': 'small town'}, {'id': 158064, 'name': 'graboids'}, {'id': 158135, 'name': 'shriekers'}, {'id': 158139, 'name': 'tourist attraction'}, {'id': 158141, 'name': 'toy car'}, {'id': 158142, 'name': 'real estate agent'}, {'id': 158144, 'name': 'giant worm'}, {'id': 158145, 'name': 'flaming arrow'}]"
15422,"[{'id': 3473, 'name': 'carnival'}, {'id': 6259, 'name': 'psychopath'}, {'id': 7312, 'name': 'road trip'}]"
121848,"[{'id': 10718, 'name': 'fugitive'}]"
87636,"[{'id': 210024, 'name': 'anime'}, {'id': 211258, 'name': 'watercolour style'}]"
166621,"[{'id': 4344, 'name': 'musical'}, {'id': 12193, 'name': 'reporter'}]"
97733,"[{'id': 187056, 'name': 'woman director'}]"
83,"[{'id': 269, 'name': 'diving'}, {'id': 843, 'name': 'cataclysm'}, {'id': 3030, 'name': 'nightmare'}, {'id': 4210, 'name': 'panic'}, {'id': 5250, 'name': 'red sea'}, {'id': 5251, 'name': 'primal fear'}, {'id': 10503, 'name': 'scuba diving'}, {'id': 15097, 'name': 'shark'}, {'id': 155334, 'name': 'scuba'}]"
42084,[]
66775,"[{'id': 6079, 'name': 'parliament'}, {'id': 6538, 'name': 'winston churchill'}, {'id': 15134, 'name': 'election'}, {'id': 205850, 'name': 'turn of the century'}]"
63625,[]
60038,"[{'id': 1749, 'name': 'taxi driver'}]"
22043,[]
151086,"[{'id': 154802, 'name': 'silent film'}, {'id': 187056, 'name': 'woman director'}]"
355930,"[{'id': 494, 'name': 'father son relationship'}, {'id': 536, 'name': 'israel'}, {'id': 1566, 'name': 'dream'}, {'id': 2039, 'name': 'sexual frustration'}, {'id': 2483, 'name': 'nudity'}, {'id': 3030, 'name': 'nightmare'}, {'id': 3575, 'name': 'jerusalem'}, {'id': 6506, 'name': 'resurrection'}, {'id': 18236, 'name': 'fasting'}, {'id': 183987, 'name': 'orthodox'}, {'id': 191440, 'name': 'jewish family'}, {'id': 228753, 'name': 'loss of faith'}]"
12161,"[{'id': 128, 'name': 'love triangle'}, {'id': 1657, 'name': 'eastern germany'}]"
53624,"[{'id': 184975, 'name': 'frontier justice'}, {'id': 208330, 'name': 'rodeo cowboy'}]"
367493,"[{'id': 9673, 'name': 'love'}, {'id': 9921, 'name': 'easter'}, {'id': 11436, 'name': 'redemption'}, {'id': 154802, 'name': 'silent film'}, {'id': 160404, 'name': ""valentine's day""}, {'id': 187056, 'name': 'woman director'}, {'id': 207317, 'name': 'christmas'}]"
34513,"[{'id': 3485, 'name': 'comedian'}, {'id': 6029, 'name': 'concert'}, {'id': 8629, 'name': 'made for cable tv'}, {'id': 9716, 'name': 'stand-up comedy'}, {'id': 33731, 'name': 'stand-up comedian'}, {'id': 156205, 'name': 'concert film'}, {'id': 156321, 'name': 'tv movie'}]"
82106,"[{'id': 918, 'name': 'newspaper'}, {'id': 2334, 'name': 'nightclub'}, {'id': 9826, 'name': 'murder'}, {'id': 14512, 'name': 'new york city'}, {'id': 165282, 'name': 'high society'}]"
71771,[]
32563,"[{'id': 526, 'name': 'rebel'}, {'id': 10084, 'name': 'rescue'}, {'id': 13140, 'name': 'niece'}, {'id': 14643, 'name': 'battle'}, {'id': 223018, 'name': 'lombardy'}]"
66292,"[{'id': 6259, 'name': 'psychopath'}, {'id': 176182, 'name': 'psycho'}, {'id': 230094, 'name': 'dark dramedy'}]"
18374,[]
33388,"[{'id': 159951, 'name': 'charlie chan'}]"
60119,[]
16686,[]
9090,"[{'id': 108, 'name': 'transvestism'}, {'id': 237, 'name': 'gay'}, {'id': 242, 'name': 'new york'}, {'id': 824, 'name': 'drag queen'}, {'id': 1013, 'name': 'homophobia'}, {'id': 9935, 'name': 'travel'}, {'id': 167043, 'name': 'road movie'}, {'id': 187056, 'name': 'woman director'}]"
143547,"[{'id': 3352, 'name': 'tree'}, {'id': 4183, 'name': 'wife'}, {'id': 5923, 'name': 'sister'}, {'id': 9872, 'name': 'grief'}, {'id': 10322, 'name': 'native american'}, {'id': 13092, 'name': 'corpse'}]"
216374,[]
