adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",,166643,tt0021140,en,Men Without Women,Navy divers clear the torpedo tube of a sunken submarine.,0.662595,/yz16s231ASE5UiqmStzTmv8pIzu.jpg,"[{'name': 'Fox Film Corporation', 'id': 5488}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1930-02-08,0,77.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Men Without Women,False,4.7,3
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,44238,tt0102083,sv,Härlig är jorden,The narrative portrays a plain man who guides the viewer through his life in a bleakly stylised world.,1.541725,/AkmArVfTaXS9SPqOjWe80TY0vCC.jpg,"[{'name': 'SVT Drama', 'id': 157}, {'name': 'Svenska Filminstitutet (SFI)', 'id': 7446}, {'name': 'Studio 24', 'id': 17636}, {'name': 'Göteborg Film Festival', 'id': 77337}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",1991-01-01,0,14.0,"[{'iso_639_1': 'sv', 'name': 'svenska'}]",Released,,World of Glory,False,7.5,14
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",,15527,tt0996967,en,Otis,"After being captured and tortured by the psychopath Otis, teen cheerleader Riley Lawson escapes and informs her parents, who quickly sidestep sluggish FBI agents and take matters into their own hands. But the Lawsons' revenge plan hits a snag when Otis's unusual brother enters the picture.",2.467542,/brtstITFGGsQCyQwETuAwTKYTUb.jpg,"[{'name': 'Raw Feed', 'id': 3295}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-03-07,0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hu', 'name': 'Magyar'}]",Released,,Otis,False,5.6,25
False,,0,"[{'id': 18, 'name': 'Drama'}]",http://curfewfilm.com/,253254,tt3060492,en,Before I Disappear,"Based on the 2013 Academy Award® winning short film 'Curfew'. At the lowest point of his life, Richie gets a call from his estranged sister, asking him to look after his eleven-year-old niece, Sophia, for a few hours.",3.402261,/cO0s896cqoQ7mA069Lz3XeUBouu.jpg,"[{'name': 'Fuzzy Logic Pictures', 'id': 19724}, {'name': 'Strongman', 'id': 55143}, {'name': 'Wigwam Films', 'id': 55144}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-10-11,8251,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Before I Disappear,False,6.5,66
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",,18725,tt0113153,en,给爸爸的信,"An undercover cop struggling to provide for his son and ailing wife, must infiltrate a ruthless gang. But things turn sour when another cop blows his cover and he quickly finds himself battling for his life and the lives of his family.",2.568483,/1HCoI6IQS7VCVknZ0uoio8c33bN.jpg,"[{'name': 'Dimension Films', 'id': 7405}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",1995-03-02,0,104.0,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]",Released,,The Enforcer,False,5.8,25
False,,0,"[{'id': 99, 'name': 'Documentary'}]",http://linotypefilm.com/,91018,tt2130114,en,Linotype: The Film,"A feature-length documentary centered around the Linotype typecasting machine. Called the “Eighth Wonder of the World” by Thomas Edison, it revolutionized printing and society. The film tells the surprisingly emotional story of the people connected to the Linotype and how it impacted the world.",1.688726,/krt479Sut7cnWQ314kbZenltzpv.jpg,[],[],2012-02-03,0,75.0,[],Released,,Linotype: The Film,False,6.7,8
False,,0,"[{'id': 878, 'name': 'Science Fiction'}]",,17135,tt0117238,en,Omega Doom,"After earth is taken over by an army of robots, the small number of humans left are forced into hiding. In the nuclear winter, only droids walk the face of the earth, in fear of the rumored human resurgence, and in search of a hidden cache of weapons. One robot, his evil circuits destroyed, enters a small town where a robot civil war is taking place.",4.759885,/qv1pcO0reE85Doet0erBsOQEWPC.jpg,"[{'name': 'Largo Entertainment', 'id': 1644}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-01-01,0,84.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Robots rule the Earth. Only one man can stop them.,Omega Doom,False,4.3,20
False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,51179,tt0191037,en,Circus,"Bruno, a sadistic criminal, wants clever con man Leo out of the way. Leo and his equally clever wife, Lily, are up to something. So too is Julius: he hires Leo to kill Gloria, Julius's wife. Leo does it, but then Julius shows up with the murder on tape, saying Gloria isn't his wife - it's blackmail. Leo's bookie, Troy, is also closing in, wanting to be paid. Bruno and Lily as well as Bruno and Julius have their own scams running, and Leo is their target. Maybe Leo can get Troy off his back, avoid Moose (Bruno's huge enforcer), send Gloria's corpse out of England, turn the tables on Bruno's murderous brother Caspar, and outfox Lily. Or is Lily his fox? It's a three-ring circus.",0.652784,/ueuu6NbMuypthtEFXOM4hOIRpu7.jpg,"[{'name': 'Film Development Corporation', 'id': 8993}, {'name': 'Circus Pictures', 'id': 58257}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-05-05,0,95.0,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,Circus,False,4.3,4
False,,1000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",https://www.facebook.com/thelandmine,329556,tt2186848,en,Landmine Goes Click,"After an American tourist steps on a landmine, he is forced to watch his girlfriend get assaulted.",4.432702,/dRzCChRwhFXSjamEaj7wUWtTl7T.jpg,"[{'name': 'Scatena & Rosner Films', 'id': 23386}, {'name': 'Sarke Studio', 'id': 67994}, {'name': 'Imedi Films', 'id': 67995}]","[{'iso_3166_1': 'GE', 'name': 'Georgia'}]",2015-03-03,0,110.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ka', 'name': 'ქართული'}]",Released,Dare to step off.,Landmine Goes Click,False,5.7,36
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}]",,96769,tt2081260,en,Her Master's Voice,"Internationally acclaimed ventriloquist Nina Conti, takes the bereaved puppets of her mentor and erstwhile lover Ken Campbell on a pilgrimage to 'Venthaven' the resting place for puppets of dead ventriloquists. She gets to know her latex and wooden travelling partners along the way, and with them deconstructs herself and her lost love in this ventriloquial docu-mocumentary requiem. Ken Campbell was a hugely respected maverick of the British Theatre, an eccentric genius who would snort out forgotten artforms. Nina was his prodigy in ventriloquism and has been said to have reinvented the artform. This film is truly unique in genre and style. No one has seen ventriloquism like this before.",0.271013,/yb6FOH4nsB6A4VpuvUM975Mz52e.jpg,"[{'name': 'British Broadcasting Corporation (BBC)', 'id': 3324}, {'name': 'Nina Conti Production', 'id': 21620}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2012-03-11,0,64.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The legacy of six bereaved puppets,Her Master's Voice,False,8.1,4
False,,0,"[{'id': 99, 'name': 'Documentary'}]",http://transcendentman.com/,58261,tt1117394,en,Transcendent Man,"The compelling feature-length documentary film, by director Barry Ptolemy, chronicles the life and controversial ideas of luminary Ray Kurzweil. For more than three decades, inventor, futures, and New York Times best-selling author Ray Kurzweil has been one of the most respected and provocative advocates of the role of technology in our future.",0.760211,/lcaaiQbcvL7g3UzQGVHXlkbieuk.jpg,[],[],2009-04-25,0,83.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Transcendent Man,False,6.0,14
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,54615,tt0043129,en,When Willie Comes Marching Home,"When Willie leaves home to join the war effort he is all ready to become a hero, but he is only frustrated when his posting ends up to be in his home town, and he is recruited into training, keeping him from the action. However, when he finds himself accidently behind enemy lines he unexpectedly becomes a hero after all.",0.148705,/6AmE1YWygXiNvWbaQMrCCOEOzws.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1950-02-01,0,82.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,B&W,When Willie Comes Marching Home,False,7.0,4
False,,0,"[{'id': 878, 'name': 'Science Fiction'}]",,2927,tt0097910,en,Moon 44,"Year 2038: The mineral resources of the earth are drained, in space there are fights for the last deposits on other planets and satellites. This is the situation when one of the bigger mining corporations has lost all but one mineral moons and many of their fully automatic mining robots are disappearing on their flight home. Since nobody else wants the job, they send prisoners to defend the mining station. Among them undercover agent Stone, who shall clear the whereabouts of the expensive robots. In an atmosphere of corruption, fear and hatred he gets between the fronts of rivaling groups.",5.854206,/ia7Ew8QXiN1Urh63xYFYZ7ZfF2t.jpg,"[{'name': 'Centropolis Film Productions', 'id': 620}, {'name': 'Overseas FilmGroup', 'id': 888}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",1990-02-15,0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,In the outer zone... you need a friend,Moon 44,False,5.0,32
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}, {'id': 10770, 'name': 'TV Movie'}]",,157723,tt2460746,en,Nantucket Film Festival's Comedy Roundtable,"In June at the Nantucket Film Festival, Ben Stiller brought together three of his funniest famous friends to talk seriously about comedy. Chris Rock and Jim Carrey joined Stiller on a panel moderated by Saturday Night Live‘s Bill Hader for the 4th Annual All-Star Comedy Roundtable.",0.776445,/dh3ZCm02V6oE6lU6bbNMpTYWWOP.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2012-09-27,0,45.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Nantucket Film Festival's Comedy Roundtable,False,7.3,4
False,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,73336,tt0118800,en,Buried Alive II,"A woman inherits a fortune, causing her husband and his lover to plot her demise by poisoning her. The only trouble is it only places her in a deep coma that resembles death. When an accident occurs in the embalmer's office he doesn't complete the embalming process, causing her to be buried alive. Awakening from the grave, she claws her way out and seeks revenge against the two who caused her supposed demise",0.506741,/ztg12ZJK2Vi8tHl9vsNxFJ1hc4A.jpg,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-10-01,0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Revenge lies just beneath the surface.,Buried Alive II,False,5.2,6
False,"{'id': 284433, 'name': 'Guardians of the Galaxy Collection', 'poster_path': '/iL8mukexAqEg0xK783rG561tdd8.jpg', 'backdrop_path': '/jdyyjulTBU8YUYAUvQFj6U1g2Pj.jpg'}",170000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",http://marvel.com/guardians,118340,tt2015381,en,Guardians of the Galaxy,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",53.291601,/r7vmZjiyZw9rpJMQJdXpjgiCOk9.jpg,"[{'name': 'Marvel Studios', 'id': 420}, {'name': 'Moving Picture Company (MPC)', 'id': 20478}, {'name': 'Bulletproof Cupid', 'id': 54850}, {'name': 'Revolution Sun Studios', 'id': 76043}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-07-30,773328629,121.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,All heroes start somewhere.,Guardians of the Galaxy,False,7.9,10014
False,,0,"[{'id': 18, 'name': 'Drama'}]",,373471,tt5164412,en,The Land,"Four teenage boys devote their summer to escaping the streets of Cleveland, Ohio, by pursuing a dream life of professional skateboarding. But when they get caught in the web of the local queenpin, their motley brotherhood is tested, threatening to make this summer their last.",0.878691,/ezn1zld4WJUIcJ2kyUH6L23hDfY.jpg,"[{'name': 'Low Spark Films', 'id': 28286}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-07-29,0,102.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,On the street your dreams will cost you,The Land,False,6.4,7
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,415725,tt5841088,en,Doug Stanhope: No Place Like Home,"Doug Stanhope performs live in his hometown of Bisbee, Arizona, tackling an assortment of hard-hitting issues, from caring for the mentally-ill, to Vietnam vets, being locked up abroad and why everyone should kick like they kick. Watch him battle ISIS for the disenfranchised, angry youth.",0.196713,/eAgCMsjh45Ln7IqLh8sjjbv7jh1.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-09-15,0,72.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Doug Stanhope: No Place Like Home,False,6.7,3
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,39780,tt0119843,en,Oscar and Lucinda,"After a childhood of abuse by his evangelistic father, misfit Oscar Hopkins becomes an Anglican minister and develops a divine obsession with gambling. Lucinda Leplastrier is a rich Australian heiress shopping in London for materials for her newly acquired glass factory back home. Deciding to travel to Australia as a missionary, Oscar meets Lucinda aboard ship, and a mutual obsession blossoms. They make a wager that will alter each of their destinies.",1.462571,/TfJ3PnaU5LE13pc8ev2vWCIL2D.jpg,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Australian Film Finance Corporation (AFFC)', 'id': 8724}, {'name': 'Dalton Films', 'id': 39711}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-12-31,0,132.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,"They dared to play the game of love, faith, and chance.",Oscar and Lucinda,False,6.2,26
False,,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",,63112,tt0074451,it,...e tanta paura,"Plot of Fear tells the story of a decadent weekend party full of orgies and drugs on the outskirts of Milan. After two deaths occur Inspector Lomenzo (Michele Placido) interrogates one of the guests, a fashion model (Corninne Clery) who becomes his informant, as well as his lover. Clery reveals that after a “wildlife orgy”one of the hosts tried to jokingly feed one of the prostitutes to a tiger but she got so frightened that she died of heart attack. In his attempt to find a connection between the victims, he investigates a cutting-edge security and surveillance firm whose director (Eli Wallach) has secrets of his own to hide.",0.524831,/cAFrA22iXVrCGy0IffbC3SCUNI0.jpg,"[{'name': 'Centro Produzioni Cinematografiche Città di Milano', 'id': 20598}, {'name': 'G.P.E. Enterprises', 'id': 20599}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",1976-01-01,0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,Plot of Fear,False,6.2,5
False,,0,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",,53780,tt0068200,en,The Amazing Mr Blunden,"Mysterious old solicitor Mr. Blunden visits Mrs. Allen and her young children in their squalid, tiny Camden Town flat and makes her an offer she cannot refuse. The family become the housekeepers to a derelict country mansion in the charge of the solicitors. One day the children meet the spirits of two other children who died in the mansion nearly a hundred years prior. The children prepare a magic potion that allows them to travel backwards in time to the era of the ghost children. Will the children be able to help their new friends and what will happen to them if they do?",0.268079,/7ZnQAGqE26ys2QFk4SgZJ7FtuU9.jpg,[],"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1972-12-07,0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Follow him into fun, fantasy & fright -- he's a time-traveling ghost who's often out of sight.",The Amazing Mr Blunden,False,6.6,6
False,,0,[],,72095,tt0079902,ru,Шерлок Холмс и доктор Ватсон: Знакомство,,0.953298,/iemijsiI3xMa7iThMRdf9jLIN2k.jpg,"[{'name': 'Lenfilm', 'id': 10845}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",1979-01-01,0,67.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Sherlock Holmes and Dr. Watson: Acquaintance,False,7.9,17
False,,50000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,2898,tt0119822,en,As Good as It Gets,"New York City. Melvin Udall, a cranky, bigoted, obsessive-compulsive writer, finds his life turned upside down when neighboring gay artist Simon is hospitalized and his dog is entrusted to Melvin. In addition, Carol, the only waitress who will tolerate him, must leave work to care for her sick son, making it impossible for Melvin to eat breakfast.",9.374049,/nXkrgheDcVRbND9QjkVUseqBzTj.jpg,"[{'name': 'Gracie Films', 'id': 18}, {'name': 'TriStar Pictures', 'id': 559}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-12-19,314178011,139.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A comedy from the heart that goes for the throat.,As Good as It Gets,False,7.2,946
False,"{'id': 10194, 'name': 'Toy Story Collection', 'poster_path': '/7G9915LfUQ2lVfwMEEhDsn3kT4B.jpg', 'backdrop_path': '/9FBwqcd9IRruEDUrTdcaafOMKUq.jpg'}",30000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",http://toystory.disney.com/toy-story,862,tt0114709,en,Toy Story,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",21.946943,/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg,"[{'name': 'Pixar Animation Studios', 'id': 3}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-10-30,373554033,81.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Toy Story,False,7.7,5415
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",,5482,tt0071275,it,Cani arrabbiati,"Following a bungled robbery, three violent criminals take a young woman, a middle-aged man, and a child hostage and force them to drive them outside Rome to help them make a clean getaway.",1.709155,/coPfiRtfFvbEOJra64hnlXMsY8w.jpg,"[{'name': 'International Media Films', 'id': 1912}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",1974-01-01,0,96.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,"Lock the doors, rollup the windows, and buckle up… for the ride of your life!",Rabid Dogs,False,7.4,29
False,,0,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",,103203,tt0092716,wo,Camp de Thiaroye,"A historical drama based on the Thiaroye transit camp massacre, Camp de Thiaroye dismantles the myth of colonial assimilation to expose ingrained social and cultural mechanisms of racism, exploitation, and privilege. In 1944, the French army massacred several units of West African conscripts recently returned from the battlefields of Europe. What was essentially a demand by African veterans that they be paid the same wages as their French counterparts led to an attack on soldiers who had only recently been fighting the Nazis in Italy and Germany.",0.351527,/uwEh90CwlH38W3fnUXIYh2l967I.jpg,"[{'name': 'Enaproc', 'id': 75555}, {'name': 'Films Domireew', 'id': 75556}, {'name': 'Films Kajoor', 'id': 75557}]","[{'iso_3166_1': 'DZ', 'name': 'Algeria'}, {'iso_3166_1': 'SN', 'name': 'Senegal'}, {'iso_3166_1': 'TN', 'name': 'Tunisia'}]",1988-01-01,0,152.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'wo', 'name': 'Wolof'}]",Released,,Camp de Thiaroye,False,5.5,2
False,,500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}]",,54583,tt0337640,en,Hollywood North,"The making of a serious, Canadian art house film descends into Hollywood farce when its producer is forced to compromise his vision to accommodate his drug-addled star, his leading lady and his venal backers.",0.023944,/qFreUbQn823R2KHZhVJituFcP7c.jpg,"[{'name': 'Ballpark Productions Partnership', 'id': 38086}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2004-01-12,0,89.0,[],Released,,Hollywood North,False,0.0,0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 10770, 'name': 'TV Movie'}]",,200549,tt2294227,en,The Secret of Crickley Hall,"A year after their son goes missing, a family moves to Crickley Hall. When supernatural events begin to take place, Eve feels the house is somehow connected to her lost son.",1.287106,/fSihEn4wFoyOAoIhgYflmeciDYi.jpg,[],[],2012-10-28,0,177.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,"They came to escape the past, the past had other ideas.",The Secret of Crickley Hall,False,6.7,3
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,62463,tt0107920,en,Raining Stones,"This Ken Loach film tells the story of a man devoted to his family and his religion. Proud, though poor, Bob wants his little girl to have a beautiful (and costly) brand-new dress for her First Communion. His stubbornness and determination get him into trouble as he turns to more and more questionable measures, in his desperation to raise the needed money. This tragic flaw leads him to risk all that he loves and values, his beloved family, indeed even his immortal soul and salvation, in blind pursuit of that goal.",1.592047,/tkkfaTOTgeQ8iq0yQn4y8MvGkG8.jpg,"[{'name': 'Channel Four Films', 'id': 181}, {'name': 'Parallax Pictures', 'id': 983}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1993-09-09,0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Raining Stones,False,5.7,20
False,"{'id': 429234, 'name': 'Trilogia Zé do Caixão', 'poster_path': None, 'backdrop_path': None}",0,"[{'id': 27, 'name': 'Horror'}, {'id': 10769, 'name': 'Foreign'}]",,30913,tt0059440,pt,À Meia Noite Levarei Sua Alma,Coffin Joe terrorizes a small peasant community in his search for the perfect woman to bear him a child.,1.049373,/w1iB5wB4XExYe8999DHqCnBiZu0.jpg,[],"[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",1964-11-09,0,84.0,"[{'iso_639_1': 'pt', 'name': 'Português'}]",Released,,At Midnight I'll Take Your Soul,False,5.7,21
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,12157,tt0099699,en,Green Card,"Urban horticulturalist Brontë Mitchell has her eye on a gorgeous apartment, but the building's board will rent it only to a married couple. Georges Fauré, a waiter from France whose visa is expiring, needs to marry an American woman to stay in the country. Their marriage of convenience turns into a burden when they must live together to allay the suspicions of the immigration service, as the polar opposites grate on each other's nerves.",11.169488,/9UweLsv3pCORu25Uq72m2IBkKaK.jpg,"[{'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1990-12-23,29888235,108.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,"The story of two people who got married, met and then fell in love.",Green Card,False,5.9,97
False,,980000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",,298721,tt2818654,th,รักที่ขอนแก่น,"In a hospital, ten soldiers are being treated for a mysterious sleeping sickness. In a story in which dreams can be experienced by others, and in which goddesses can sit casually with mortals, a nurse learns the reason why the patients will never be cured, and forms a telepathic bond with one of them.",2.535419,/pK5y82ISbaBWa87R5neub8qojDk.jpg,"[{'name': 'Match Factory, The', 'id': 7306}, {'name': 'Louverture Films', 'id': 8469}, {'name': 'Tordenfilm AS', 'id': 11034}, {'name': 'ZDF/Arte', 'id': 11237}, {'name': 'Geißendörfer Film- und Fernsehproduktion (GFF)', 'id': 13537}, {'name': 'Illumination Films', 'id': 15010}, {'name': 'Detalle Films', 'id': 15507}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}, {'name': 'Astro Shaw', 'id': 19055}, {'name': 'Kick the Machine Films', 'id': 59665}, {'name': 'Anna Sanders Films', 'id': 61201}, {'name': 'Asia Culture Centre-Asian Arts Theatre', 'id': 76905}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'TH', 'name': 'Thailand'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'MY', 'name': 'Malaysia'}, {'iso_3166_1': 'KR', 'name': 'South Korea'}, {'iso_3166_1': 'MX', 'name': 'Mexico'}, {'iso_3166_1': 'NO', 'name': 'Norway'}]",2015-09-02,0,122.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'th', 'name': 'ภาษาไทย'}]",Released,,Cemetery of Splendour,False,4.4,50
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",,142150,tt0113539,en,Kidnapped,"When Scottish young gentleman David Balfour's father dies, he leaves school to collect his inheritance from uncle Ebenezer, who in turn sells the boy as a future slave to a pirate ship. When staunch Stuart dynasty supporter Alan Breck Stewart accidentally boards the ship, he takes David along on his escape back to Edinburgh. They part and meet again repeatedly, mutually helpful against the Redcoats and respectful, although David is loyal to the English crown, but learns about its cruel oppression. Both ultimately face their adversaries.",0.309018,/pegmnsYtN6wRxgDFGAFZ0KRHVWs.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-11-05,0,155.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Kidnapped,False,6.0,1
False,"{'id': 10441, 'name': 'Babylon 5 Collection', 'poster_path': '/4SmQl6eoFuyvHPj1noqqKf93yK6.jpg', 'backdrop_path': '/mpiKaJZSIDVGbuKxL1KyQPxeW6Y.jpg'}",0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",,10921,tt0146247,en,Babylon 5: The River of Souls,A group of Soul Hunters come to Babylon 5 demanding the return of something that was stolen from them.,2.203009,/bG8H9cnusrothe1HixryGGvSo9S.jpg,"[{'name': 'Babylonian Productions', 'id': 2181}, {'name': 'Turner Network Television (TNT)', 'id': 5730}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-11-08,0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Babylon 5: The River of Souls,False,6.1,29
False,,0,"[{'id': 18, 'name': 'Drama'}]",,337101,tt4341806,es,El bosque de Karadima,,0.279202,/xjmipY93H5HRk4BS79cDSYpGTRu.jpg,"[{'name': 'Productora Ocio', 'id': 10143}]","[{'iso_3166_1': 'CL', 'name': 'Chile'}]",2015-04-23,0,98.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,El bosque de Karadima,False,6.4,5
